vendor,sku,name,description,price_brl,source_pdf,source_page,handle,price_amp,price_ort,price_final_brl,price_confidence,image_url,match_url_amp,match_url_ort
ProKinetics,4W9000-06,"Liner SUPREME TT 6 mm com conex, revest. bege (un)","-...-H Liner SUPREME TT 6 mm com conex, revest. bege (un) 1.602,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,1,prokinetics-liner-supreme-tt-6-mm-com-conex-revest-bege-un,,,,none,,,
ProKinetics,4W9000-09,"Liner SUPREME TT 9 mm com conex, revest. bege (un)","-...-H Liner SUPREME TT 9 mm com conex, revest. bege (un) 1.645,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,1,prokinetics-liner-supreme-tt-9-mm-com-conex-revest-bege-un,,,,none,,,
ProKinetics,4W9500-06,"Liner SUPREME TT 9 mm, sem conex, revest. bege (un)","-...-H Liner SUPREME TT 9 mm, sem conex, revest. bege (un) 1.512,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,1,prokinetics-liner-supreme-tt-9-mm-sem-conex-revest-bege-un,,,,none,,,
ProKinetics,4W9500-09,"Liner SUPREME TT 6 mm, sem conex, revest. bege (un)","-...-H Liner SUPREME TT 6 mm, sem conex, revest. bege (un) 1.555,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,1,prokinetics-liner-supreme-tt-6-mm-sem-conex-revest-bege-un,,,,none,,,
ProKinetics,4W9700-06-L,"Liner VACUUM TT 6 mm, sem conex, revest. verde (un)","e IL Liner VACUUM TT 6 mm, sem conex, revest. verde (un) 1.780,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,1,prokinetics-liner-vacuum-tt-6-mm-sem-conex-revest-verde-un,,,,none,,,
ProKinetics,4W90TF-03,"Liner SUPREME TF 3 mm com conex, revest. bege (un)","-...-H Liner SUPREME TF 3 mm com conex, revest. bege (un) 1.735,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,1,prokinetics-liner-supreme-tf-3-mm-com-conex-revest-bege-un,,,,none,,,
ProKinetics,4W95TF-03,"Liner SUPREME TF 3 mm sem conex, revest. bege (un)","-...-H Liner SUPREME TF 3 mm sem conex, revest. bege (un) 1.512,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,1,prokinetics-liner-supreme-tf-3-mm-sem-conex-revest-bege-un,,,,none,,,
ProKinetics,6M10-35,"/45/55 Acessório para coto transtibial, algodão, compr.35, 45, 55 cm (un)","/45/55 Acessório para coto transtibial, algodão, compr.35, 45, 55 cm (un) 16,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,1,prokinetics-45-55-acessorio-para-coto-transtibial-algodao-compr-35-45-55-cm-un,,,,none,,,
ProKinetics,742-75-P,"/M/L Articulação TAMARACK Dorsiflexão, durômetro 75 (par)","/M/L Articulação TAMARACK Dorsiflexão, durômetro 75 (par) 269,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-m-l-articulacao-tamarack-dorsiflexao-durometro-75-par,,,,none,,,
ProKinetics,742-85-P,"/M/L Articulação TAMARACK Dorsiflexão, durômetro 85 (par)","/M/L Articulação TAMARACK Dorsiflexão, durômetro 85 (par) 269,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-m-l-articulacao-tamarack-dorsiflexao-durometro-85-par,,,,none,,,
ProKinetics,742-95-P,"/M/L Articulação TAMARACK Dorsiflexão, durômetro 95 (par)","/M/L Articulação TAMARACK Dorsiflexão, durômetro 95 (par) 269,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-m-l-articulacao-tamarack-dorsiflexao-durometro-95-par,,,,none,,,
ProKinetics,749S-BEIGE,Revestimento anti-atrito SHEARBAN® bege (un),"Revestimento anti-atrito SHEARBAN® bege (un) 255,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-revestimento-anti-atrito-shearban-r-bege-un,,,,none,,,
ProKinetics,1002-A4L,"Ou A4R Artic. de joelho trava ANEL, extra grande, aço, hastes alum (par)","ou A4R Artic. de joelho trava ANEL, extra grande, aço, hastes alum (par) 1.672,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-ou-a4r-artic-de-joelho-trava-anel-extra-grande-aco-hastes-alum-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1002-A6L,"Ou A6R Artic. de joelho trava ANEL, grande, aço, hastes alum (par)","ou A6R Artic. de joelho trava ANEL, grande, aço, hastes alum (par) 1.672,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-ou-a6r-artic-de-joelho-trava-anel-grande-aco-hastes-alum-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1002-A6S,"Artic. de joelho trava ANEL, grande, aço, hastes AÇO (par)","Artic. de joelho trava ANEL, grande, aço, hastes AÇO (par) 1.739,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-artic-de-joelho-trava-anel-grande-aco-hastes-aco-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1002-B6L,"Ou B6R Artic. de joelho trava ANEL, média, aço, hastes alum (par)","ou B6R Artic. de joelho trava ANEL, média, aço, hastes alum (par) 1.640,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-ou-b6r-artic-de-joelho-trava-anel-media-aco-hastes-alum-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1002-C8,"Artic. de joelho trava ANEL, peq., hastes alum (par)","Artic. de joelho trava ANEL, peq., hastes alum (par) 1.606,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-artic-de-joelho-trava-anel-peq-hastes-alum-par,,,,none,,,
ProKinetics,1003-A4L,"Ou A4R Artic. de joelho trava SUIÇA, extra grande, aço, hastes alum (par)","ou A4R Artic. de joelho trava SUIÇA, extra grande, aço, hastes alum (par) 1.916,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-ou-a4r-artic-de-joelho-trava-suica-extra-grande-aco-hastes-alum-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1003-A6L,"Ou A6R Artic. de joelho trava SUIÇA, grande, aço, hastes alum. (par)","ou A6R Artic. de joelho trava SUIÇA, grande, aço, hastes alum. (par) 1.916,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-ou-a6r-artic-de-joelho-trava-suica-grande-aco-hastes-alum-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1003-B6L,"Ou B6R Artic. de joelho trava SUIÇA, média, aço, hastes alum (par)","ou B6R Artic. de joelho trava SUIÇA, média, aço, hastes alum (par) 1.884,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-ou-b6r-artic-de-joelho-trava-suica-media-aco-hastes-alum-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1005-A6,"Artic. de joelho LIVRE, grande, aço, hastes alum. (par)","Artic. de joelho LIVRE, grande, aço, hastes alum. (par) 1.629,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-artic-de-joelho-livre-grande-aco-hastes-alum-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1005-A6S,"Artic. de joelho LIVRE, grande, aço, hastes AÇO (par)","Artic. de joelho LIVRE, grande, aço, hastes AÇO (par) 1.671,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-artic-de-joelho-livre-grande-aco-hastes-aco-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1005-B6,"Artic. de joelho LIVRE, média, aço, hastes alum. (par)","Artic. de joelho LIVRE, média, aço, hastes alum. (par) 1.544,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-artic-de-joelho-livre-media-aco-hastes-alum-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1006-A6,"Artic. de joelho trava ANEL, c/ajuste EXT, grande, hastes alum (par)","Artic. de joelho trava ANEL, c/ajuste EXT, grande, hastes alum (par) 2.262,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-artic-de-joelho-trava-anel-c-ajuste-ext-grande-hastes-alum-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1006-B6,"Artic. de joelho trava ANEL, c/ajuste EXT, média, hastes alum (par)","Artic. de joelho trava ANEL, c/ajuste EXT, média, hastes alum (par) 2.222,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-artic-de-joelho-trava-anel-c-ajuste-ext-media-hastes-alum-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1008-A6,"Artic. de joelho LIVRE, eixo posterior, grande, aço, hastes alum (par)","Artic. de joelho LIVRE, eixo posterior, grande, aço, hastes alum (par) 1.720,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-artic-de-joelho-livre-eixo-posterior-grande-aco-hastes-alum-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1008-A6S,"Artic. de joelho LIVRE, eixo posterior, grande, aço, hastes AÇO (par)","Artic. de joelho LIVRE, eixo posterior, grande, aço, hastes AÇO (par) 1.739,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-artic-de-joelho-livre-eixo-posterior-grande-aco-hastes-aco-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1008-B6,"Artic. de joelho LIVRE, eixo posterior, média, aço, hastes alum (par)","Artic. de joelho LIVRE, eixo posterior, média, aço, hastes alum (par) 1.720,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-artic-de-joelho-livre-eixo-posterior-media-aco-hastes-alum-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1009-A6,"Artic. de joelho POLICÊNTRICA, grande, aço, hastes alum (par)","Artic. de joelho POLICÊNTRICA, grande, aço, hastes alum (par) 2.114,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-artic-de-joelho-policentrica-grande-aco-hastes-alum-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1009-A6S,"Artic. de joelho POLICÊNTRICA, grande, aço, hastes AÇO (par)","Artic. de joelho POLICÊNTRICA, grande, aço, hastes AÇO (par) 2.145,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-artic-de-joelho-policentrica-grande-aco-hastes-aco-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1009-B6,"Artic. de joelho POLICÊNTRICA, média, aço, hastes alum. (par)","Artic. de joelho POLICÊNTRICA, média, aço, hastes alum. (par) 2.062,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-artic-de-joelho-policentrica-media-aco-hastes-alum-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1010-A6,"Artic. de joelho trava ANEL c/ajust.flex/ext, grande, aço, hastes (par)","Artic. de joelho trava ANEL c/ajust.flex/ext, grande, aço, hastes (par) 2.599,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-artic-de-joelho-trava-anel-c-ajust-flex-ext-grande-aco-hastes-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1010-B6,"Artic. de joelho trava ANEL c/ajust.flex/ext, média, aço, hastes (par)","Artic. de joelho trava ANEL c/ajust.flex/ext, média, aço, hastes (par) 2.568,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-artic-de-joelho-trava-anel-c-ajust-flex-ext-media-aco-hastes-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1017-A38,"Artic. de joelho com trava SUIÇA, extra grande, aço, hastes alum (par)","Artic. de joelho com trava SUIÇA, extra grande, aço, hastes alum (par) 4.821,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-artic-de-joelho-com-trava-suica-extra-grande-aco-hastes-alum-par,,1450.00,1450.00,single,,,https://www.lojaortopedica.com.br/produto/liner-transtibial-com-conexao-4w9000-supreme
ProKinetics,1017-A6,"Ou B6 Artic. de joelho com trava SUIÇA, grande ou média, aço, hastes alum","ou B6 Artic. de joelho com trava SUIÇA, grande ou média, aço, hastes alum 2.114,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-ou-b6-artic-de-joelho-com-trava-suica-grande-ou-media-aco-hastes-alum,,1450.00,1450.00,single,,,https://www.lojaortopedica.com.br/produto/liner-transtibial-com-conexao-4w9000-supreme
ProKinetics,1017-A6S,"Artic. de joelho com trava SUIÇA, grande, aço, hastes aÇO (par)","Artic. de joelho com trava SUIÇA, grande, aço, hastes aÇO (par) 2.143,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-artic-de-joelho-com-trava-suica-grande-aco-hastes-aco-par,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,1022-AL,"Ou AR Artic. quadril trava anel, grande, ESQ. ou DIR. (un)","ou AR Artic. quadril trava anel, grande, ESQ. ou DIR. (un) 967,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-ou-ar-artic-quadril-trava-anel-grande-esq-ou-dir-un,,,,none,,,
ProKinetics,1022-BL,"Ou BR Artic. quadril trava anel, média, ESQ. ou DIR. (un)","ou BR Artic. quadril trava anel, média, ESQ. ou DIR. (un) 967,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-ou-br-artic-quadril-trava-anel-media-esq-ou-dir-un,,,,none,,,
ProKinetics,1022-CL,"Ou CR Artic. quadril trava anel, pequena, ESQ. ou DIR. (un)","ou CR Artic. quadril trava anel, pequena, ESQ. ou DIR. (un) 967,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-ou-cr-artic-quadril-trava-anel-pequena-esq-ou-dir-un,,,,none,,,
ProKinetics,1025-AL,"Ou AR Artic. quadril livre, grande, ESQ. ou DIR. (un)","ou AR Artic. quadril livre, grande, ESQ. ou DIR. (un) 857,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-ou-ar-artic-quadril-livre-grande-esq-ou-dir-un,,,,none,,,
ProKinetics,1025-BL,"Ou BR Artic. quadril livre, média, ESQ. ou DIR. (un)","ou BR Artic. quadril livre, média, ESQ. ou DIR. (un) 857,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-ou-br-artic-quadril-livre-media-esq-ou-dir-un,,,,none,,,
ProKinetics,1025-CL,"Ou CR Artic. quadril livre, pequena, ESQ. ou DIR. (un)","ou CR Artic. quadril livre, pequena, ESQ. ou DIR. (un) 857,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-ou-cr-artic-quadril-livre-pequena-esq-ou-dir-un,,,,none,,,
ProKinetics,S2003-A4,"Ou C6 Artic. de joelho tr. ANEL AUTOM, grande A4 ou peq. C6, aço, hastes","ou C6 Artic. de joelho tr. ANEL AUTOM, grande A4 ou peq. C6, aço, hastes 1.294,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-ou-c6-artic-de-joelho-tr-anel-autom-grande-a4-ou-peq-c6-aco-hastes,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,2009-A6,"Ou B6 Artic. joelho tr. ANEL AUTOM, grande A6 ou médio B6, aço, hastes alum","ou B6 Artic. joelho tr. ANEL AUTOM, grande A6 ou médio B6, aço, hastes alum 1.354,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-ou-b6-artic-joelho-tr-anel-autom-grande-a6-ou-medio-b6-aco-hastes-alum,,,,none,,,
ProKinetics,2810-A2,"5 Estribo unilateral p/artic. 2825/W2825, 63 mm, aço (un)",",5 Estribo unilateral p/artic. 2825/W2825, 63 mm, aço (un) 257,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-5-estribo-unilateral-p-artic-2825-w2825-63-mm-aco-un,,,,none,,,
ProKinetics,SL2810-A2,"25 Estribo unilateral p/artic. SLO2825, 56 mm, aço (un)",",25 Estribo unilateral p/artic. SLO2825, 56 mm, aço (un) 257,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-25-estribo-unilateral-p-artic-slo2825-56-mm-aco-un,,,,none,,,
ProKinetics,2825-A38,"Articulação de tornozelo DOUBLE ACTION, 2 molas, tam.A38, aço (un)","Articulação de tornozelo DOUBLE ACTION, 2 molas, tam.A38, aço (un) 760,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-articulacao-de-tornozelo-double-action-2-molas-tam-a38-aco-un,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,SLO-2825-A,"Articulação de tornozelo DOUBLE ACTION, 2 molas, média, aço (un)","Articulação de tornozelo DOUBLE ACTION, 2 molas, média, aço (un) 443,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-articulacao-de-tornozelo-double-action-2-molas-media-aco-un,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,2900-A9,"Estribo bilateral p/artic. W2825, 228 mm, aço (un)","Estribo bilateral p/artic. W2825, 228 mm, aço (un) 235,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-estribo-bilateral-p-artic-w2825-228-mm-aco-un,,,,none,,,
ProKinetics,2900-A10,"Estribo bilateral p/artic. W2825, 254 mm, aço (un)","Estribo bilateral p/artic. W2825, 254 mm, aço (un) 235,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-estribo-bilateral-p-artic-w2825-254-mm-aco-un,,,,none,,,
ProKinetics,SL2900-A9,"Estribo bilateral p/artic. SLO2825, 228 mm, aço (un)","Estribo bilateral p/artic. SLO2825, 228 mm, aço (un) 235,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-estribo-bilateral-p-artic-slo2825-228-mm-aco-un,,,,none,,,
ProKinetics,SL2900-A10,"Estribo bilateral p/artic. SLO2825, 254 mm, aço (un)","Estribo bilateral p/artic. SLO2825, 254 mm, aço (un) 235,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-estribo-bilateral-p-artic-slo2825-254-mm-aco-un,,,,none,,,
ProKinetics,3000-A8,"5 Estribo bilateral p/artic. 3025, 216 mm, aço (un)",",5 Estribo bilateral p/artic. 3025, 216 mm, aço (un) 190,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-5-estribo-bilateral-p-artic-3025-216-mm-aco-un,,,,none,,,
ProKinetics,3000-A9,"Estribo bilateral p/artic. 3025, 228 mm, aço (un)","Estribo bilateral p/artic. 3025, 228 mm, aço (un) 190,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,2,prokinetics-estribo-bilateral-p-artic-3025-228-mm-aco-un,,,,none,,,
ProKinetics,3000-A10,"Estribo bilateral p/artic. 3025, 254 mm, aço (un)","Estribo bilateral p/artic. 3025, 254 mm, aço (un) 190,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-estribo-bilateral-p-artic-3025-254-mm-aco-un,,,,none,,,
ProKinetics,3010-A2,"25 Estribo unilateral p/artic. 3025, 56mm, aço (un)",",25 Estribo unilateral p/artic. 3025, 56mm, aço (un) 235,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-25-estribo-unilateral-p-artic-3025-56mm-aco-un,,,,none,,,
ProKinetics,3025-AW,"Articulação de tornozelo STANDARD ACTION, livre, grande, aço (un)","Articulação de tornozelo STANDARD ACTION, livre, grande, aço (un) 346,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-articulacao-de-tornozelo-standard-action-livre-grande-aco-un,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,3200-A8,"5 Estribo bilateral p/artic. 3225-A, 216 mm, aço (un)",",5 Estribo bilateral p/artic. 3225-A, 216 mm, aço (un) 188,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-5-estribo-bilateral-p-artic-3225-a-216-mm-aco-un,,,,none,,,
ProKinetics,3200-A9,"Estribo bilateral p/artic. 3225-A, 228 mm, aço (un)","Estribo bilateral p/artic. 3225-A, 228 mm, aço (un) 188,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-estribo-bilateral-p-artic-3225-a-228-mm-aco-un,,,,none,,,
ProKinetics,3200-A10,"Estribo bilateral p/artic. 3225-A, 254 mm, aço (un)","Estribo bilateral p/artic. 3225-A, 254 mm, aço (un) 188,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-estribo-bilateral-p-artic-3225-a-254-mm-aco-un,,,,none,,,
ProKinetics,3210-A2,"25 Estribo unilateral p/artic. 3225, 56 mm, aço (un)",",25 Estribo unilateral p/artic. 3225, 56 mm, aço (un) 224,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-25-estribo-unilateral-p-artic-3225-56-mm-aco-un,,,,none,,,
ProKinetics,3225-AL,"Ou AR Artic. tornoz. SINGLE ACTION, 1 mola, tam. G, ESQ. ou DIR., aço (un)","ou AR Artic. tornoz. SINGLE ACTION, 1 mola, tam. G, ESQ. ou DIR., aço (un) 406,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-ou-ar-artic-tornoz-single-action-1-mola-tam-g-esq-ou-dir-aco-un,,,,none,,,
ProKinetics,3225-BL,"Ou BR Artic. tornoz. SINGLE ACTION, 1 mola, tam. M, ESQ. ou DIR., aço (un)","ou BR Artic. tornoz. SINGLE ACTION, 1 mola, tam. M, ESQ. ou DIR., aço (un) 406,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-ou-br-artic-tornoz-single-action-1-mola-tam-m-esq-ou-dir-aco-un,,,,none,,,
ProKinetics,SCSY-9005-A6,"L / R Artic. Safety Stride A6, lado ESQ. ou DIR (KIT)","-L / R Artic. Safety Stride A6, lado ESQ. ou DIR (KIT) 10.589,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-l-r-artic-safety-stride-a6-lado-esq-ou-dir-kit,,,,none,,,
ProKinetics,SCSY-9006-A6,/ B6 Artic. Full Stride A6 (KIT),"/ B6 Artic. Full Stride A6 (KIT) 6.543,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-b6-artic-full-stride-a6-kit,1299.88,,1299.88,single,,https://www.lojadoamputado.com.br/liner-para-amputados/liner-gelactive-transtibial-4l9510-4l9010-prokinetic,
ProKinetics,SCSY-9006-GX,"A6- Artic. Full Stride pneum. GX 75 N, lado ESQ. ou DIR. (KIT)","-A6- Artic. Full Stride pneum. GX 75 N, lado ESQ. ou DIR. (KIT) 8.941,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-a6-artic-full-stride-pneum-gx-75-n-lado-esq-ou-dir-kit,,,,none,,,
ProKinetics,MCC-1000,"Reforço de carbono COMPCORE® 1,5 mm – pequeno (par)","Reforço de carbono COMPCORE® 1,5 mm – pequeno (par) 113,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-reforco-de-carbono-compcore-r-15-mm-pequeno-par,,,,none,,,
ProKinetics,MCC-1010,"Reforço de carbono COMPCORE® 1,5 mm – médio (par)","Reforço de carbono COMPCORE® 1,5 mm – médio (par) 116,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-reforco-de-carbono-compcore-r-15-mm-medio-par,,,,none,,,
ProKinetics,MCC-1020,"Reforço de carbono COMPCORE® 1,5 mm – grande (par)","Reforço de carbono COMPCORE® 1,5 mm – grande (par) 125,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-reforco-de-carbono-compcore-r-15-mm-grande-par,,,,none,,,
ProKinetics,MCC-412,"Reforço de carbono COMPCORE® 1,5 mm, 30x30 cm (un)","Reforço de carbono COMPCORE® 1,5 mm, 30x30 cm (un) 475,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-reforco-de-carbono-compcore-r-15-mm-30x30-cm-un,,,,none,,,
ProKinetics,MCC-415,"Reforço de carbono COMPCORE® 2,2 mm, 30x30 cm (un)","Reforço de carbono COMPCORE® 2,2 mm, 30x30 cm (un) 499,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-reforco-de-carbono-compcore-r-22-mm-30x30-cm-un,,,,none,,,
ProKinetics,MX-003-HD,"/L ou R Gatilho lateral/cabo para 1003 ou 1017, ESQ. ou DIR. (kit)","/L ou R Gatilho lateral/cabo para 1003 ou 1017, ESQ. ou DIR. (kit) 604,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-l-ou-r-gatilho-lateral-cabo-para-1003-ou-1017-esq-ou-dir-kit,,,,none,,,
ProKinetics,9F80-100,Folha de PVA (metro),"Folha de PVA (metro) 58,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-folha-de-pva-metro,,850.00,850.00,single,,,https://www.lojaortopedica.com.br/produto/joelheira-de-vedacao-4w80-supreme
ProKinetics,9F81-10,Cone de PVA 10 cm (2 un),"Cone de PVA 10 cm (2 un) 48,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-cone-de-pva-10-cm-2-un,,,,none,,,
ProKinetics,9F81-15,Cone de PVA 15 cm (2 un),"Cone de PVA 15 cm (2 un) 55,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-cone-de-pva-15-cm-2-un,,,,none,,,
ProKinetics,9F81-20,Cone de PVA 20 cm (2 un),"Cone de PVA 20 cm (2 un) 59,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-cone-de-pva-20-cm-2-un,,,,none,,,
ProKinetics,9F81-25,Cone de PVA 25 cm (2 un),"Cone de PVA 25 cm (2 un) 68,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-cone-de-pva-25-cm-2-un,,,,none,,,
ProKinetics,9F81-30,Cone de PVA 30 cm (2 un),"Cone de PVA 30 cm (2 un) 77,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-cone-de-pva-30-cm-2-un,,,,none,,,
ProKinetics,9F81-35,Cone de PVA 35 cm (2 un),"Cone de PVA 35 cm (2 un) 102,00",,2026.01 TABELA PROKINETICS JAN 2026.pdf,3,prokinetics-cone-de-pva-35-cm-2-un,,,,none,,,
