Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Status
ortho-pauher-27-cm,27 cm,<p>27 cm — distribuído pela minha prótese com nota fiscal e garantia de origem da Ortho Pauher.</p>,Ortho Pauher,Health & Beauty > Health Care > Mobility & Accessibility,,Ortho Pauher,TRUE,Título,Único,21-23-25,shopify,0,deny,manual,,TRUE,TRUE,,27 cm,draft
alps-joelho,JOELHO,<p>JOELHO — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,KINEGEN.SMART,shopify,0,deny,manual,,TRUE,TRUE,,JOELHO,draft
alps-joelho,JOELHO,<p>JOELHO — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,KINEGEN.STREAM,shopify,0,deny,manual,,TRUE,TRUE,,JOELHO,draft
alps-2mm-30,2mm 30,<p>2mm 30 — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,CONTROL4SIL.BASIC,shopify,0,deny,manual,,TRUE,TRUE,,2mm 30,draft
alps-2mm-28,2mm 28,<p>2mm 28 — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,CONTROL4SIL.CONIC,shopify,0,deny,manual,,TRUE,TRUE,,2mm 28,draft
alps-p-22-25-pc,P 22/25 PÇ,<p>P 22/25 PÇ — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,DKPC-06,shopify,0,deny,manual,,TRUE,TRUE,,P 22/25 PÇ,draft
alps-p-22-25-pc,P 22/25 PÇ,<p>P 22/25 PÇ — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,DKPC-06A,shopify,0,deny,manual,,TRUE,TRUE,,P 22/25 PÇ,draft
ossur-1-dedo-r,1 Dedo R$,<p>1 Dedo R$ — distribuído pela minha prótese com nota fiscal e garantia de origem da Össur.</p>,Össur,Health & Beauty > Health Care > Mobility & Accessibility,,Össur,TRUE,Título,Único,225.530,shopify,0,deny,manual,,TRUE,TRUE,,1 Dedo R$,draft
ossur-1-dedo-r,1 Dedo R$,<p>1 Dedo R$ — distribuído pela minha prótese com nota fiscal e garantia de origem da Össur.</p>,Össur,Health & Beauty > Health Care > Mobility & Accessibility,,Össur,TRUE,Título,Único,370.514,shopify,0,deny,manual,,TRUE,TRUE,,1 Dedo R$,draft
alps-al-al,AL - AL,<p>AL - AL — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,4S63-REC,shopify,0,deny,manual,590.00,TRUE,TRUE,,AL - AL,active
alps-al-al,AL - AL,<p>AL - AL — distribuído pela minha prótese com nota fiscal e garantia de origem da ALPS.</p>,ALPS,Health & Beauty > Health Care > Mobility & Accessibility,,ALPS,TRUE,Título,Único,4S63-PIR,shopify,0,deny,manual,590.00,TRUE,TRUE,,AL - AL,active
polior-5382,"53,82","<p>53,82 — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,TTB-02,shopify,0,deny,manual,4.00,TRUE,TRUE,,"53,82",active
prokinetics-liner-vacuum-tt-6-mm-sem-conex-revest-verde-un,"Liner VACUUM TT 6 mm, sem conex, revest. verde (un)","<p>Liner VACUUM TT 6 mm, sem conex, revest. verde (un) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,4W9700-06-L,shopify,0,deny,manual,,TRUE,TRUE,,"Liner VACUUM TT 6 mm, sem conex, revest. verde (un)",draft
prokinetics-45-55-acessorio-para-coto-transtibial-algodao-compr-35-45-55-cm-un,"/45/55 Acessório para coto transtibial, algodão, compr.35, 45, 55 cm (un)","<p>/45/55 Acessório para coto transtibial, algodão, compr.35, 45, 55 cm (un) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,6M10-35,shopify,0,deny,manual,,TRUE,TRUE,,"/45/55 Acessório para coto transtibial, algodão, compr.35, 45, 55 cm (un)",draft
prokinetics-revestimento-anti-atrito-shearban-r-bege-un,Revestimento anti-atrito SHEARBAN® bege (un),<p>Revestimento anti-atrito SHEARBAN® bege (un) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>,ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,749S-BEIGE,shopify,0,deny,manual,,TRUE,TRUE,,Revestimento anti-atrito SHEARBAN® bege (un),draft
prokinetics-ou-a4r-artic-de-joelho-trava-anel-extra-grande-aco-hastes-alum-par,"Ou A4R Artic. de joelho trava ANEL, extra grande, aço, hastes alum (par)","<p>Ou A4R Artic. de joelho trava ANEL, extra grande, aço, hastes alum (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1002-A4L,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Ou A4R Artic. de joelho trava ANEL, extra grande, aço, hastes alum (par)",active
prokinetics-ou-a6r-artic-de-joelho-trava-anel-grande-aco-hastes-alum-par,"Ou A6R Artic. de joelho trava ANEL, grande, aço, hastes alum (par)","<p>Ou A6R Artic. de joelho trava ANEL, grande, aço, hastes alum (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1002-A6L,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Ou A6R Artic. de joelho trava ANEL, grande, aço, hastes alum (par)",active
prokinetics-artic-de-joelho-trava-anel-grande-aco-hastes-aco-par,"Artic. de joelho trava ANEL, grande, aço, hastes AÇO (par)","<p>Artic. de joelho trava ANEL, grande, aço, hastes AÇO (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1002-A6S,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Artic. de joelho trava ANEL, grande, aço, hastes AÇO (par)",active
prokinetics-ou-b6r-artic-de-joelho-trava-anel-media-aco-hastes-alum-par,"Ou B6R Artic. de joelho trava ANEL, média, aço, hastes alum (par)","<p>Ou B6R Artic. de joelho trava ANEL, média, aço, hastes alum (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1002-B6L,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Ou B6R Artic. de joelho trava ANEL, média, aço, hastes alum (par)",active
prokinetics-artic-de-joelho-trava-anel-peq-hastes-alum-par,"Artic. de joelho trava ANEL, peq., hastes alum (par)","<p>Artic. de joelho trava ANEL, peq., hastes alum (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1002-C8,shopify,0,deny,manual,,TRUE,TRUE,,"Artic. de joelho trava ANEL, peq., hastes alum (par)",draft
prokinetics-ou-a4r-artic-de-joelho-trava-suica-extra-grande-aco-hastes-alum-par,"Ou A4R Artic. de joelho trava SUIÇA, extra grande, aço, hastes alum (par)","<p>Ou A4R Artic. de joelho trava SUIÇA, extra grande, aço, hastes alum (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1003-A4L,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Ou A4R Artic. de joelho trava SUIÇA, extra grande, aço, hastes alum (par)",active
prokinetics-ou-a6r-artic-de-joelho-trava-suica-grande-aco-hastes-alum-par,"Ou A6R Artic. de joelho trava SUIÇA, grande, aço, hastes alum. (par)","<p>Ou A6R Artic. de joelho trava SUIÇA, grande, aço, hastes alum. (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1003-A6L,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Ou A6R Artic. de joelho trava SUIÇA, grande, aço, hastes alum. (par)",active
prokinetics-ou-b6r-artic-de-joelho-trava-suica-media-aco-hastes-alum-par,"Ou B6R Artic. de joelho trava SUIÇA, média, aço, hastes alum (par)","<p>Ou B6R Artic. de joelho trava SUIÇA, média, aço, hastes alum (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1003-B6L,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Ou B6R Artic. de joelho trava SUIÇA, média, aço, hastes alum (par)",active
prokinetics-artic-de-joelho-livre-grande-aco-hastes-alum-par,"Artic. de joelho LIVRE, grande, aço, hastes alum. (par)","<p>Artic. de joelho LIVRE, grande, aço, hastes alum. (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1005-A6,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Artic. de joelho LIVRE, grande, aço, hastes alum. (par)",active
prokinetics-artic-de-joelho-livre-grande-aco-hastes-aco-par,"Artic. de joelho LIVRE, grande, aço, hastes AÇO (par)","<p>Artic. de joelho LIVRE, grande, aço, hastes AÇO (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1005-A6S,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Artic. de joelho LIVRE, grande, aço, hastes AÇO (par)",active
prokinetics-artic-de-joelho-livre-media-aco-hastes-alum-par,"Artic. de joelho LIVRE, média, aço, hastes alum. (par)","<p>Artic. de joelho LIVRE, média, aço, hastes alum. (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1005-B6,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Artic. de joelho LIVRE, média, aço, hastes alum. (par)",active
prokinetics-artic-de-joelho-trava-anel-c-ajuste-ext-grande-hastes-alum-par,"Artic. de joelho trava ANEL, c/ajuste EXT, grande, hastes alum (par)","<p>Artic. de joelho trava ANEL, c/ajuste EXT, grande, hastes alum (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1006-A6,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Artic. de joelho trava ANEL, c/ajuste EXT, grande, hastes alum (par)",active
prokinetics-artic-de-joelho-trava-anel-c-ajuste-ext-media-hastes-alum-par,"Artic. de joelho trava ANEL, c/ajuste EXT, média, hastes alum (par)","<p>Artic. de joelho trava ANEL, c/ajuste EXT, média, hastes alum (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1006-B6,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Artic. de joelho trava ANEL, c/ajuste EXT, média, hastes alum (par)",active
prokinetics-artic-de-joelho-livre-eixo-posterior-grande-aco-hastes-alum-par,"Artic. de joelho LIVRE, eixo posterior, grande, aço, hastes alum (par)","<p>Artic. de joelho LIVRE, eixo posterior, grande, aço, hastes alum (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1008-A6,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Artic. de joelho LIVRE, eixo posterior, grande, aço, hastes alum (par)",active
prokinetics-artic-de-joelho-livre-eixo-posterior-grande-aco-hastes-aco-par,"Artic. de joelho LIVRE, eixo posterior, grande, aço, hastes AÇO (par)","<p>Artic. de joelho LIVRE, eixo posterior, grande, aço, hastes AÇO (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1008-A6S,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Artic. de joelho LIVRE, eixo posterior, grande, aço, hastes AÇO (par)",active
prokinetics-artic-de-joelho-livre-eixo-posterior-media-aco-hastes-alum-par,"Artic. de joelho LIVRE, eixo posterior, média, aço, hastes alum (par)","<p>Artic. de joelho LIVRE, eixo posterior, média, aço, hastes alum (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1008-B6,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Artic. de joelho LIVRE, eixo posterior, média, aço, hastes alum (par)",active
prokinetics-artic-de-joelho-policentrica-grande-aco-hastes-alum-par,"Artic. de joelho POLICÊNTRICA, grande, aço, hastes alum (par)","<p>Artic. de joelho POLICÊNTRICA, grande, aço, hastes alum (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1009-A6,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Artic. de joelho POLICÊNTRICA, grande, aço, hastes alum (par)",active
prokinetics-artic-de-joelho-policentrica-grande-aco-hastes-aco-par,"Artic. de joelho POLICÊNTRICA, grande, aço, hastes AÇO (par)","<p>Artic. de joelho POLICÊNTRICA, grande, aço, hastes AÇO (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1009-A6S,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Artic. de joelho POLICÊNTRICA, grande, aço, hastes AÇO (par)",active
prokinetics-artic-de-joelho-policentrica-media-aco-hastes-alum-par,"Artic. de joelho POLICÊNTRICA, média, aço, hastes alum. (par)","<p>Artic. de joelho POLICÊNTRICA, média, aço, hastes alum. (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1009-B6,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Artic. de joelho POLICÊNTRICA, média, aço, hastes alum. (par)",active
prokinetics-artic-de-joelho-trava-anel-c-ajust-flex-ext-grande-aco-hastes-par,"Artic. de joelho trava ANEL c/ajust.flex/ext, grande, aço, hastes (par)","<p>Artic. de joelho trava ANEL c/ajust.flex/ext, grande, aço, hastes (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1010-A6,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Artic. de joelho trava ANEL c/ajust.flex/ext, grande, aço, hastes (par)",active
prokinetics-artic-de-joelho-trava-anel-c-ajust-flex-ext-media-aco-hastes-par,"Artic. de joelho trava ANEL c/ajust.flex/ext, média, aço, hastes (par)","<p>Artic. de joelho trava ANEL c/ajust.flex/ext, média, aço, hastes (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1010-B6,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Artic. de joelho trava ANEL c/ajust.flex/ext, média, aço, hastes (par)",active
prokinetics-artic-de-joelho-com-trava-suica-extra-grande-aco-hastes-alum-par,"Artic. de joelho com trava SUIÇA, extra grande, aço, hastes alum (par)","<p>Artic. de joelho com trava SUIÇA, extra grande, aço, hastes alum (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1017-A38,shopify,0,deny,manual,1450.00,TRUE,TRUE,,"Artic. de joelho com trava SUIÇA, extra grande, aço, hastes alum (par)",active
prokinetics-ou-b6-artic-de-joelho-com-trava-suica-grande-ou-media-aco-hastes-alum,"Ou B6 Artic. de joelho com trava SUIÇA, grande ou média, aço, hastes alum","<p>Ou B6 Artic. de joelho com trava SUIÇA, grande ou média, aço, hastes alum — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1017-A6,shopify,0,deny,manual,1450.00,TRUE,TRUE,,"Ou B6 Artic. de joelho com trava SUIÇA, grande ou média, aço, hastes alum",active
prokinetics-artic-de-joelho-com-trava-suica-grande-aco-hastes-aco-par,"Artic. de joelho com trava SUIÇA, grande, aço, hastes aÇO (par)","<p>Artic. de joelho com trava SUIÇA, grande, aço, hastes aÇO (par) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1017-A6S,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Artic. de joelho com trava SUIÇA, grande, aço, hastes aÇO (par)",active
prokinetics-ou-ar-artic-quadril-trava-anel-grande-esq-ou-dir-un,"Ou AR Artic. quadril trava anel, grande, ESQ. ou DIR. (un)","<p>Ou AR Artic. quadril trava anel, grande, ESQ. ou DIR. (un) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1022-AL,shopify,0,deny,manual,,TRUE,TRUE,,"Ou AR Artic. quadril trava anel, grande, ESQ. ou DIR. (un)",draft
prokinetics-ou-br-artic-quadril-trava-anel-media-esq-ou-dir-un,"Ou BR Artic. quadril trava anel, média, ESQ. ou DIR. (un)","<p>Ou BR Artic. quadril trava anel, média, ESQ. ou DIR. (un) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1022-BL,shopify,0,deny,manual,,TRUE,TRUE,,"Ou BR Artic. quadril trava anel, média, ESQ. ou DIR. (un)",draft
prokinetics-ou-cr-artic-quadril-trava-anel-pequena-esq-ou-dir-un,"Ou CR Artic. quadril trava anel, pequena, ESQ. ou DIR. (un)","<p>Ou CR Artic. quadril trava anel, pequena, ESQ. ou DIR. (un) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1022-CL,shopify,0,deny,manual,,TRUE,TRUE,,"Ou CR Artic. quadril trava anel, pequena, ESQ. ou DIR. (un)",draft
prokinetics-ou-ar-artic-quadril-livre-grande-esq-ou-dir-un,"Ou AR Artic. quadril livre, grande, ESQ. ou DIR. (un)","<p>Ou AR Artic. quadril livre, grande, ESQ. ou DIR. (un) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1025-AL,shopify,0,deny,manual,,TRUE,TRUE,,"Ou AR Artic. quadril livre, grande, ESQ. ou DIR. (un)",draft
prokinetics-ou-br-artic-quadril-livre-media-esq-ou-dir-un,"Ou BR Artic. quadril livre, média, ESQ. ou DIR. (un)","<p>Ou BR Artic. quadril livre, média, ESQ. ou DIR. (un) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1025-BL,shopify,0,deny,manual,,TRUE,TRUE,,"Ou BR Artic. quadril livre, média, ESQ. ou DIR. (un)",draft
prokinetics-ou-cr-artic-quadril-livre-pequena-esq-ou-dir-un,"Ou CR Artic. quadril livre, pequena, ESQ. ou DIR. (un)","<p>Ou CR Artic. quadril livre, pequena, ESQ. ou DIR. (un) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,1025-CL,shopify,0,deny,manual,,TRUE,TRUE,,"Ou CR Artic. quadril livre, pequena, ESQ. ou DIR. (un)",draft
prokinetics-ou-c6-artic-de-joelho-tr-anel-autom-grande-a4-ou-peq-c6-aco-hastes,"Ou C6 Artic. de joelho tr. ANEL AUTOM, grande A4 ou peq. C6, aço, hastes","<p>Ou C6 Artic. de joelho tr. ANEL AUTOM, grande A4 ou peq. C6, aço, hastes — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,S2003-A4,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Ou C6 Artic. de joelho tr. ANEL AUTOM, grande A4 ou peq. C6, aço, hastes",active
prokinetics-ou-b6-artic-joelho-tr-anel-autom-grande-a6-ou-medio-b6-aco-hastes-alum,"Ou B6 Artic. joelho tr. ANEL AUTOM, grande A6 ou médio B6, aço, hastes alum","<p>Ou B6 Artic. joelho tr. ANEL AUTOM, grande A6 ou médio B6, aço, hastes alum — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,2009-A6,shopify,0,deny,manual,,TRUE,TRUE,,"Ou B6 Artic. joelho tr. ANEL AUTOM, grande A6 ou médio B6, aço, hastes alum",draft
prokinetics-5-estribo-unilateral-p-artic-2825-w2825-63-mm-aco-un,"5 Estribo unilateral p/artic. 2825/W2825, 63 mm, aço (un)","<p>5 Estribo unilateral p/artic. 2825/W2825, 63 mm, aço (un) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,2810-A2,shopify,0,deny,manual,,TRUE,TRUE,,"5 Estribo unilateral p/artic. 2825/W2825, 63 mm, aço (un)",draft
prokinetics-25-estribo-unilateral-p-artic-slo2825-56-mm-aco-un,"25 Estribo unilateral p/artic. SLO2825, 56 mm, aço (un)","<p>25 Estribo unilateral p/artic. SLO2825, 56 mm, aço (un) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,SL2810-A2,shopify,0,deny,manual,,TRUE,TRUE,,"25 Estribo unilateral p/artic. SLO2825, 56 mm, aço (un)",draft
prokinetics-articulacao-de-tornozelo-double-action-2-molas-tam-a38-aco-un,"Articulação de tornozelo DOUBLE ACTION, 2 molas, tam.A38, aço (un)","<p>Articulação de tornozelo DOUBLE ACTION, 2 molas, tam.A38, aço (un) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,2825-A38,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Articulação de tornozelo DOUBLE ACTION, 2 molas, tam.A38, aço (un)",active
prokinetics-articulacao-de-tornozelo-double-action-2-molas-media-aco-un,"Articulação de tornozelo DOUBLE ACTION, 2 molas, média, aço (un)","<p>Articulação de tornozelo DOUBLE ACTION, 2 molas, média, aço (un) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,SLO-2825-A,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Articulação de tornozelo DOUBLE ACTION, 2 molas, média, aço (un)",active
prokinetics-25-estribo-unilateral-p-artic-3025-56mm-aco-un,"25 Estribo unilateral p/artic. 3025, 56mm, aço (un)","<p>25 Estribo unilateral p/artic. 3025, 56mm, aço (un) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,3010-A2,shopify,0,deny,manual,,TRUE,TRUE,,"25 Estribo unilateral p/artic. 3025, 56mm, aço (un)",draft
prokinetics-articulacao-de-tornozelo-standard-action-livre-grande-aco-un,"Articulação de tornozelo STANDARD ACTION, livre, grande, aço (un)","<p>Articulação de tornozelo STANDARD ACTION, livre, grande, aço (un) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,3025-AW,shopify,0,deny,manual,850.00,TRUE,TRUE,,"Articulação de tornozelo STANDARD ACTION, livre, grande, aço (un)",active
prokinetics-25-estribo-unilateral-p-artic-3225-56-mm-aco-un,"25 Estribo unilateral p/artic. 3225, 56 mm, aço (un)","<p>25 Estribo unilateral p/artic. 3225, 56 mm, aço (un) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,3210-A2,shopify,0,deny,manual,,TRUE,TRUE,,"25 Estribo unilateral p/artic. 3225, 56 mm, aço (un)",draft
prokinetics-ou-ar-artic-tornoz-single-action-1-mola-tam-g-esq-ou-dir-aco-un,"Ou AR Artic. tornoz. SINGLE ACTION, 1 mola, tam. G, ESQ. ou DIR., aço (un)","<p>Ou AR Artic. tornoz. SINGLE ACTION, 1 mola, tam. G, ESQ. ou DIR., aço (un) — distribuído pela minha prótese com nota fiscal e garantia de origem da ProKinetics.</p>",ProKinetics,Health & Beauty > Health Care > Mobility & Accessibility,,ProKinetics,TRUE,Título,Único,3225-AL,shopify,0,deny,manual,,TRUE,TRUE,,"Ou AR Artic. tornoz. SINGLE ACTION, 1 mola, tam. G, ESQ. ou DIR., aço (un)",draft
